timestamp,average_availability
2021-08-01 00:59:27+08:00,0.4218543089204763
2021-08-01 01:59:27+08:00,0.4179308958200159
2021-08-01 02:59:26+08:00,0.4153681258612186
2021-08-01 03:59:27+08:00,0.4108277788717538
2021-08-01 04:59:26+08:00,0.40674389236773484
2021-08-01 05:59:27+08:00,0.40600496879429515
2021-08-01 06:59:27+08:00,0.4073950472257776
2021-08-01 07:59:27+08:00,0.4140491927014696
2021-08-01 08:59:27+08:00,0.41856460610607754
2021-08-01 09:59:27+08:00,0.42691824529068706
2021-08-01 10:59:27+08:00,0.4361545639222279
2021-08-01 11:59:27+08:00,0.44045679900145124
2021-08-01 12:59:26+08:00,0.4453869905900926
2021-08-01 13:59:27+08:00,0.4467458676357107
2021-08-01 14:59:27+08:00,0.44967237251403563
2021-08-01 15:59:26+08:00,0.458940502209334
2021-08-01 16:59:26+08:00,0.4594281181043976
2021-08-01 17:59:27+08:00,0.4597574928109774
2021-08-01 18:59:26+08:00,0.45280017735058314
2021-08-01 19:59:27+08:00,0.44375185214999213
2021-08-01 20:59:27+08:00,0.4410806867390884
2021-08-01 21:59:27+08:00,0.4347028153832108
2021-08-01 22:59:27+08:00,0.43141985998885013
2021-08-02 00:59:26+08:00,0.41890198905013293
2021-08-02 01:59:27+08:00,0.41560874285759897
2021-08-02 02:59:26+08:00,0.4154762268630907
2021-08-02 03:59:27+08:00,0.4144621483574018
2021-08-02 04:59:27+08:00,0.41411470210579715
2021-08-02 05:59:27+08:00,0.41873386641476784
2021-08-02 06:59:27+08:00,0.4614425515459059
2021-08-02 07:59:27+08:00,0.5182074617831632
2021-08-02 08:59:27+08:00,0.5644589325486878
2021-08-02 09:59:27+08:00,0.5804066001332496
2021-08-02 10:59:27+08:00,0.5848100812779549
2021-08-02 11:59:27+08:00,0.5806853945693305
2021-08-02 12:59:26+08:00,0.5784527207627593
2021-08-02 13:59:27+08:00,0.5887848301276541
2021-08-02 14:59:27+08:00,0.5868773421863482
2021-08-02 15:59:27+08:00,0.5831820886538049
2021-08-02 16:59:27+08:00,0.5790214723220548
2021-08-02 17:59:27+08:00,0.5638708548307871
2021-08-02 18:59:27+08:00,0.5211732251079897
2021-08-02 19:59:27+08:00,0.47585949479196915
2021-08-02 20:59:27+08:00,0.45492620505501025
2021-08-02 21:59:27+08:00,0.44463584458285216
2021-08-02 22:59:27+08:00,0.43614202326794765
2021-08-03 00:59:27+08:00,0.42124335999902174
2021-08-03 01:59:26+08:00,0.41594400536954274
2021-08-03 02:59:27+08:00,0.4166278055759513
2021-08-03 03:59:26+08:00,0.4144790411057417
2021-08-03 04:59:26+08:00,0.41315078772880737
2021-08-03 05:59:27+08:00,0.41559783447297244
2021-08-03 06:59:27+08:00,0.4481571977920136
2021-08-03 07:59:27+08:00,0.5067627086133648
2021-08-03 08:59:27+08:00,0.5497964722906894
2021-08-03 09:59:27+08:00,0.5728168486135589
2021-08-03 10:59:27+08:00,0.5786842449202995
2021-08-03 11:59:26+08:00,0.5784960436014878
2021-08-03 12:59:27+08:00,0.5742751632494142
2021-08-03 13:59:26+08:00,0.5868615175087012
2021-08-03 14:59:26+08:00,0.5857769865840268
2021-08-03 15:59:27+08:00,0.5825038670339093
2021-08-03 16:59:27+08:00,0.573265445183441
2021-08-03 17:59:27+08:00,0.5513111986911795
2021-08-03 18:59:26+08:00,0.50313081326661
2021-08-03 19:59:27+08:00,0.4666791813130989
2021-08-03 20:59:27+08:00,0.44987693417233166
2021-08-03 21:59:27+08:00,0.44419389500153944
2021-08-03 22:59:27+08:00,0.43376031819843164
2021-08-04 00:59:27+08:00,0.42310258717408517
2021-08-04 01:59:26+08:00,0.418682440495563
2021-08-04 02:59:27+08:00,0.4172538733933405
2021-08-04 03:59:26+08:00,0.4161142991629737
2021-08-04 04:59:27+08:00,0.4144900049948489
2021-08-04 05:59:27+08:00,0.41610430086948164
2021-08-04 06:59:27+08:00,0.4426622768319575
2021-08-04 07:59:27+08:00,0.5080358941629021
2021-08-04 08:59:27+08:00,0.5473615564715406
2021-08-04 09:59:27+08:00,0.5696296979851081
