date,station_id,device_id,name,timestamp,rainfall_value,reading_type,reading_unit,Rain Conditions
3/8/2024,S43,S43,Kim Chuan Road,2024-08-03T20:35:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
3/8/2024,S109,S109,Ang Mo Kio Avenue 5,2024-08-03T20:30:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
3/8/2024,S900,S900,Seletar Aerospace View,2024-08-03T20:25:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
3/8/2024,S219,S219,Yio Chu Kang Road,2024-08-03T20:20:00+08:00,0.201,TB1 Rainfall 5 Minute Total F,mm,
3/8/2024,S219,S219,Yio Chu Kang Road,2024-08-03T20:10:00+08:00,0.201,TB1 Rainfall 5 Minute Total F,mm,
3/8/2024,S43,S43,Kim Chuan Road,2024-08-03T20:10:00+08:00,1.2,TB1 Rainfall 5 Minute Total F,mm,
3/8/2024,S221,S221,Hougang Avenue 1,2024-08-03T20:10:00+08:00,0.396,TB1 Rainfall 5 Minute Total F,mm,
3/8/2024,S84,S84,Simei Avenue,2024-08-03T20:05:00+08:00,0.4,TB1 Rainfall 5 Minute Total F,mm,
3/8/2024,S43,S43,Kim Chuan Road,2024-08-03T20:05:00+08:00,1.4,TB1 Rainfall 5 Minute Total F,mm,
3/8/2024,S221,S221,Hougang Avenue 1,2024-08-03T20:05:00+08:00,0.198,TB1 Rainfall 5 Minute Total F,mm,
3/8/2024,S84,S84,Simei Avenue,2024-08-03T20:00:00+08:00,0.4,TB1 Rainfall 5 Minute Total F,mm,
3/8/2024,S43,S43,Kim Chuan Road,2024-08-03T20:00:00+08:00,0.4,TB1 Rainfall 5 Minute Total F,mm,
3/8/2024,S94,S94,Pasir Ris Street 51,2024-08-03T20:00:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
3/8/2024,S84,S84,Simei Avenue,2024-08-03T19:55:00+08:00,0.8,TB1 Rainfall 5 Minute Total F,mm,
3/8/2024,S43,S43,Kim Chuan Road,2024-08-03T19:55:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
3/8/2024,S94,S94,Pasir Ris Street 51,2024-08-03T19:55:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
3/8/2024,S84,S84,Simei Avenue,2024-08-03T19:50:00+08:00,1.8,TB1 Rainfall 5 Minute Total F,mm,
3/8/2024,S94,S94,Pasir Ris Street 51,2024-08-03T19:50:00+08:00,1,TB1 Rainfall 5 Minute Total F,mm,
3/8/2024,S84,S84,Simei Avenue,2024-08-03T19:45:00+08:00,4.4,TB1 Rainfall 5 Minute Total F,mm,
3/8/2024,S207,S207,Bedok Road,2024-08-03T19:45:00+08:00,0.201,TB1 Rainfall 5 Minute Total F,mm,
3/8/2024,S94,S94,Pasir Ris Street 51,2024-08-03T19:45:00+08:00,1,TB1 Rainfall 5 Minute Total F,mm,
3/8/2024,S84,S84,Simei Avenue,2024-08-03T19:40:00+08:00,6,TB1 Rainfall 5 Minute Total F,mm,Moderate-Heavy Rain
3/8/2024,S207,S207,Bedok Road,2024-08-03T19:40:00+08:00,1.005,TB1 Rainfall 5 Minute Total F,mm,
3/8/2024,S107,S107,East Coast Parkway,2024-08-03T19:40:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
3/8/2024,S207,S207,Bedok Road,2024-08-03T19:35:00+08:00,1.206,TB1 Rainfall 5 Minute Total F,mm,
3/8/2024,S207,S207,Bedok Road,2024-08-03T19:30:00+08:00,0.201,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S109,S109,Ang Mo Kio Avenue 5,2024-08-04T23:45:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S218,S218,Bukit Batok Street 34,2024-08-04T23:20:00+08:00,0.204,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S07,S07,Lornie Road,2024-08-04T22:25:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S210,S210,Woodlands Centre,2024-08-04T22:05:00+08:00,0.201,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S115,S115,Tuas South Avenue 3,2024-08-04T22:05:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S66,S66,Kranji Way,2024-08-04T21:55:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S223,S223,Margaret Drive,2024-08-04T21:55:00+08:00,0.203,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S08,S08,Upper Thomson Road,2024-08-04T21:50:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S201,S201,Clementi Park,2024-08-04T21:50:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S50,S50,Clementi Road,2024-08-04T21:50:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S211,S211,Kranji Road,2024-08-04T21:50:00+08:00,0.203,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S213,S213,Coronation Walk,2024-08-04T21:45:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S69,S69,Upper Peirce Reservoir Park,2024-08-04T21:40:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S40,S40,Mandai Lake Road,2024-08-04T21:35:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S08,S08,Upper Thomson Road,2024-08-04T21:30:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S90,S90,Bukit Timah Road,2024-08-04T21:25:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S216,S216,Ang Mo Kio Avenue 10,2024-08-04T21:10:00+08:00,0.204,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S210,S210,Woodlands Centre,2024-08-04T17:55:00+08:00,0.201,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S104,S104,Woodlands Avenue 9,2024-08-04T17:55:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S227,S227,Woodlands Drive 62,2024-08-04T17:50:00+08:00,0.202,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S40,S40,Mandai Lake Road,2024-08-04T17:45:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S211,S211,Kranji Road,2024-08-04T17:45:00+08:00,0.203,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S66,S66,Kranji Way,2024-08-04T17:45:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S69,S69,Upper Peirce Reservoir Park,2024-08-04T17:45:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S210,S210,Woodlands Centre,2024-08-04T17:40:00+08:00,0.201,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S227,S227,Woodlands Drive 62,2024-08-04T17:40:00+08:00,0.202,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S104,S104,Woodlands Avenue 9,2024-08-04T17:40:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S224,S224,Airport Boulevard,2024-08-04T17:40:00+08:00,0.201,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S81,S81,Punggol Central,2024-08-04T17:35:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S209,S209,Yishun Ring Road,2024-08-04T17:35:00+08:00,0.202,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S211,S211,Kranji Road,2024-08-04T17:35:00+08:00,0.203,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S114,S114,Choa Chu Kang Avenue 4,2024-08-04T17:35:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S64,S64,Bukit Panjang Road,2024-08-04T17:35:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S66,S66,Kranji Way,2024-08-04T17:35:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S121,S121,Old Choa Chu Kang Road,2024-08-04T17:35:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S900,S900,Seletar Aerospace View,2024-08-04T17:35:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S228,S228,Jurong West Street 73,2024-08-04T17:35:00+08:00,0.198,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S219,S219,Yio Chu Kang Road,2024-08-04T17:30:00+08:00,0.201,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S209,S209,Yishun Ring Road,2024-08-04T17:30:00+08:00,0.202,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S210,S210,Woodlands Centre,2024-08-04T17:30:00+08:00,0.201,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S227,S227,Woodlands Drive 62,2024-08-04T17:30:00+08:00,0.202,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S104,S104,Woodlands Avenue 9,2024-08-04T17:30:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S81,S81,Punggol Central,2024-08-04T17:25:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S40,S40,Mandai Lake Road,2024-08-04T17:25:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S220,S220,Compassvale Lane,2024-08-04T17:25:00+08:00,0.203,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S94,S94,Pasir Ris Street 51,2024-08-04T17:25:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S211,S211,Kranji Road,2024-08-04T17:25:00+08:00,0.203,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S116,S116,West Coast Highway,2024-08-04T17:25:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S24,S24,Upper Changi Road North,2024-08-04T17:25:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S900,S900,Seletar Aerospace View,2024-08-04T17:25:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S77,S77,Alexandra Road,2024-08-04T17:25:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S35,S35,Old Toh Tuck Road,2024-08-04T17:25:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S218,S218,Bukit Batok Street 34,2024-08-04T17:20:00+08:00,0.204,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S219,S219,Yio Chu Kang Road,2024-08-04T17:20:00+08:00,0.201,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S81,S81,Punggol Central,2024-08-04T17:20:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S209,S209,Yishun Ring Road,2024-08-04T17:20:00+08:00,0.202,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S50,S50,Clementi Road,2024-08-04T17:20:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S94,S94,Pasir Ris Street 51,2024-08-04T17:20:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S115,S115,Tuas South Avenue 3,2024-08-04T17:20:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S64,S64,Bukit Panjang Road,2024-08-04T17:20:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S66,S66,Kranji Way,2024-08-04T17:20:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S900,S900,Seletar Aerospace View,2024-08-04T17:20:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S71,S71,Kent Ridge Road,2024-08-04T17:20:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S230,S230,West Coast Road,2024-08-04T17:20:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S217,S217,Bishan Street 13,2024-08-04T17:15:00+08:00,0.197,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S81,S81,Punggol Central,2024-08-04T17:15:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S40,S40,Mandai Lake Road,2024-08-04T17:15:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S44,S44,Nanyang Avenue,2024-08-04T17:15:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S88,S88,Toa Payoh North,2024-08-04T17:15:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S89,S89,Tuas Road,2024-08-04T17:15:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S222,S222,Henderson Road,2024-08-04T17:15:00+08:00,0.201,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S08,S08,Upper Thomson Road,2024-08-04T17:15:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S220,S220,Compassvale Lane,2024-08-04T17:15:00+08:00,0.203,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S201,S201,Clementi Park,2024-08-04T17:15:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S94,S94,Pasir Ris Street 51,2024-08-04T17:15:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S210,S210,Woodlands Centre,2024-08-04T17:15:00+08:00,0.201,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S114,S114,Choa Chu Kang Avenue 4,2024-08-04T17:15:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S60,S60,Sentosa,2024-08-04T17:15:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S24,S24,Upper Changi Road North,2024-08-04T17:15:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S229,S229,Jurong West Street 42,2024-08-04T17:15:00+08:00,0.203,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S109,S109,Ang Mo Kio Avenue 5,2024-08-04T17:15:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S228,S228,Jurong West Street 73,2024-08-04T17:15:00+08:00,0.198,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S104,S104,Woodlands Avenue 9,2024-08-04T17:15:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S226,S226,Malan Road,2024-08-04T17:15:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S223,S223,Margaret Drive,2024-08-04T17:15:00+08:00,0.203,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S219,S219,Yio Chu Kang Road,2024-08-04T17:10:00+08:00,0.201,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S216,S216,Ang Mo Kio Avenue 10,2024-08-04T17:10:00+08:00,0.204,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S213,S213,Coronation Walk,2024-08-04T17:10:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S81,S81,Punggol Central,2024-08-04T17:10:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S40,S40,Mandai Lake Road,2024-08-04T17:10:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S44,S44,Nanyang Avenue,2024-08-04T17:10:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S89,S89,Tuas Road,2024-08-04T17:10:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S221,S221,Hougang Avenue 1,2024-08-04T17:10:00+08:00,0.198,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S07,S07,Lornie Road,2024-08-04T17:10:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S220,S220,Compassvale Lane,2024-08-04T17:10:00+08:00,0.203,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S209,S209,Yishun Ring Road,2024-08-04T17:10:00+08:00,0.202,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S210,S210,Woodlands Centre,2024-08-04T17:10:00+08:00,0.201,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S211,S211,Kranji Road,2024-08-04T17:10:00+08:00,0.406,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S64,S64,Bukit Panjang Road,2024-08-04T17:10:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S66,S66,Kranji Way,2024-08-04T17:10:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S69,S69,Upper Peirce Reservoir Park,2024-08-04T17:10:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S229,S229,Jurong West Street 42,2024-08-04T17:10:00+08:00,0.203,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S900,S900,Seletar Aerospace View,2024-08-04T17:10:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S227,S227,Woodlands Drive 62,2024-08-04T17:10:00+08:00,0.202,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S228,S228,Jurong West Street 73,2024-08-04T17:10:00+08:00,0.198,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S104,S104,Woodlands Avenue 9,2024-08-04T17:10:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S223,S223,Margaret Drive,2024-08-04T17:10:00+08:00,0.203,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S71,S71,Kent Ridge Road,2024-08-04T17:10:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S77,S77,Alexandra Road,2024-08-04T17:10:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S111,S111,Scotts Road,2024-08-04T17:10:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S218,S218,Bukit Batok Street 34,2024-08-04T17:05:00+08:00,0.204,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S219,S219,Yio Chu Kang Road,2024-08-04T17:05:00+08:00,0.201,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S81,S81,Punggol Central,2024-08-04T17:05:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S40,S40,Mandai Lake Road,2024-08-04T17:05:00+08:00,0.4,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S84,S84,Simei Avenue,2024-08-04T17:05:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S43,S43,Kim Chuan Road,2024-08-04T17:05:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S221,S221,Hougang Avenue 1,2024-08-04T17:05:00+08:00,0.198,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S222,S222,Henderson Road,2024-08-04T17:05:00+08:00,0.201,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S08,S08,Upper Thomson Road,2024-08-04T17:05:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S220,S220,Compassvale Lane,2024-08-04T17:05:00+08:00,0.203,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S209,S209,Yishun Ring Road,2024-08-04T17:05:00+08:00,0.202,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S94,S94,Pasir Ris Street 51,2024-08-04T17:05:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S114,S114,Choa Chu Kang Avenue 4,2024-08-04T17:05:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S69,S69,Upper Peirce Reservoir Park,2024-08-04T17:05:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S121,S121,Old Choa Chu Kang Road,2024-08-04T17:05:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S900,S900,Seletar Aerospace View,2024-08-04T17:05:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S109,S109,Ang Mo Kio Avenue 5,2024-08-04T17:05:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S226,S226,Malan Road,2024-08-04T17:05:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S35,S35,Old Toh Tuck Road,2024-08-04T17:05:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S79,S79,Somerset Road,2024-08-04T17:05:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S218,S218,Bukit Batok Street 34,2024-08-04T17:00:00+08:00,0.204,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S219,S219,Yio Chu Kang Road,2024-08-04T17:00:00+08:00,0.201,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S216,S216,Ang Mo Kio Avenue 10,2024-08-04T17:00:00+08:00,0.204,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S217,S217,Bishan Street 13,2024-08-04T17:00:00+08:00,0.197,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S215,S215,Geylang East Central,2024-08-04T17:00:00+08:00,0.203,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S81,S81,Punggol Central,2024-08-04T17:00:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S40,S40,Mandai Lake Road,2024-08-04T17:00:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S88,S88,Toa Payoh North,2024-08-04T17:00:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S43,S43,Kim Chuan Road,2024-08-04T17:00:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S221,S221,Hougang Avenue 1,2024-08-04T17:00:00+08:00,0.198,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S08,S08,Upper Thomson Road,2024-08-04T17:00:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S220,S220,Compassvale Lane,2024-08-04T17:00:00+08:00,0.203,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S209,S209,Yishun Ring Road,2024-08-04T17:00:00+08:00,0.202,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S115,S115,Tuas South Avenue 3,2024-08-04T17:00:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S114,S114,Choa Chu Kang Avenue 4,2024-08-04T17:00:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S64,S64,Bukit Panjang Road,2024-08-04T17:00:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S24,S24,Upper Changi Road North,2024-08-04T17:00:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S69,S69,Upper Peirce Reservoir Park,2024-08-04T17:00:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S121,S121,Old Choa Chu Kang Road,2024-08-04T17:00:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S229,S229,Jurong West Street 42,2024-08-04T17:00:00+08:00,0.203,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S109,S109,Ang Mo Kio Avenue 5,2024-08-04T17:00:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S227,S227,Woodlands Drive 62,2024-08-04T17:00:00+08:00,0.202,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S228,S228,Jurong West Street 73,2024-08-04T17:00:00+08:00,0.198,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S77,S77,Alexandra Road,2024-08-04T17:00:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S219,S219,Yio Chu Kang Road,2024-08-04T16:55:00+08:00,0.201,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S40,S40,Mandai Lake Road,2024-08-04T16:55:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S44,S44,Nanyang Avenue,2024-08-04T16:55:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S43,S43,Kim Chuan Road,2024-08-04T16:55:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S89,S89,Tuas Road,2024-08-04T16:55:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S222,S222,Henderson Road,2024-08-04T16:55:00+08:00,0.201,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S08,S08,Upper Thomson Road,2024-08-04T16:55:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S07,S07,Lornie Road,2024-08-04T16:55:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S220,S220,Compassvale Lane,2024-08-04T16:55:00+08:00,0.203,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S207,S207,Bedok Road,2024-08-04T16:55:00+08:00,0.201,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S201,S201,Clementi Park,2024-08-04T16:55:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S209,S209,Yishun Ring Road,2024-08-04T16:55:00+08:00,0.202,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S50,S50,Clementi Road,2024-08-04T16:55:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S94,S94,Pasir Ris Street 51,2024-08-04T16:55:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S119,S119,Nicoll Highway,2024-08-04T16:55:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S114,S114,Choa Chu Kang Avenue 4,2024-08-04T16:55:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S64,S64,Bukit Panjang Road,2024-08-04T16:55:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S123,S123,Towner Road,2024-08-04T16:55:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S121,S121,Old Choa Chu Kang Road,2024-08-04T16:55:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S900,S900,Seletar Aerospace View,2024-08-04T16:55:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S109,S109,Ang Mo Kio Avenue 5,2024-08-04T16:55:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S104,S104,Woodlands Avenue 9,2024-08-04T16:55:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S230,S230,West Coast Road,2024-08-04T16:55:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S218,S218,Bukit Batok Street 34,2024-08-04T16:50:00+08:00,0.204,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S216,S216,Ang Mo Kio Avenue 10,2024-08-04T16:50:00+08:00,0.204,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S217,S217,Bishan Street 13,2024-08-04T16:50:00+08:00,0.197,TB1 Rainfall 5 Minute Total F,mm,
4/8/2024,S81,S81,Punggol Central,2024-08-04T16:50:00+08:00,0.2,TB1 Rainfall 5 Minute Total F,mm,
