timestamp,station_id,rainfall_indicator
1/7/2024 0:00,S77,0
1/7/2024 0:00,S109,0
1/7/2024 0:00,S117,0
1/7/2024 0:00,S64,0
1/7/2024 0:00,S90,0
1/7/2024 0:00,S114,0
1/7/2024 0:00,S50,0
1/7/2024 0:00,S107,0
1/7/2024 0:00,S215,0
1/7/2024 0:00,S33,0
1/7/2024 0:00,S71,0
1/7/2024 0:00,S43,0
1/7/2024 0:00,S66,0
1/7/2024 0:00,S112,0
1/7/2024 0:00,S07,0
1/7/2024 0:00,S40,0
1/7/2024 0:00,S108,0
1/7/2024 0:00,S113,0
1/7/2024 0:00,S44,0
1/7/2024 0:00,S119,0
1/7/2024 0:00,S35,0
1/7/2024 0:00,S94,0
1/7/2024 0:00,S78,0
1/7/2024 0:00,S81,0
1/7/2024 0:00,S201,0
1/7/2024 0:00,S203,0
1/7/2024 0:00,S207,0
1/7/2024 0:00,S208,0
1/7/2024 0:00,S209,0
1/7/2024 0:00,S210,0
1/7/2024 0:00,S212,0
1/7/2024 0:00,S213,0
1/7/2024 0:00,S214,0
1/7/2024 0:00,S216,0
1/7/2024 0:00,S217,0
1/7/2024 0:00,S218,0
1/7/2024 0:00,S219,0
1/7/2024 0:00,S220,0
1/7/2024 0:00,S221,0
1/7/2024 0:00,S222,0
1/7/2024 0:00,S223,0
1/7/2024 0:00,S224,0
1/7/2024 0:00,S226,0
1/7/2024 0:00,S227,0
1/7/2024 0:00,S228,0
1/7/2024 0:00,S229,0
1/7/2024 0:00,S230,0
1/7/2024 0:00,S111,0
1/7/2024 0:00,S900,0
1/7/2024 0:00,S102,0
1/7/2024 0:00,S60,0
1/7/2024 0:00,S84,0
1/7/2024 0:00,S79,0
1/7/2024 0:00,S88,0
1/7/2024 0:00,S123,0
1/7/2024 0:00,S89,0
1/7/2024 0:00,S115,0
1/7/2024 0:00,S24,0
1/7/2024 0:00,S69,0
1/7/2024 0:00,S08,0
1/7/2024 0:00,S116,0
1/7/2024 0:00,S104,0
1/7/2024 1:00,S77,0
1/7/2024 1:00,S109,0
1/7/2024 1:00,S117,0
1/7/2024 1:00,S64,0
1/7/2024 1:00,S90,0
1/7/2024 1:00,S114,0
1/7/2024 1:00,S50,0
1/7/2024 1:00,S107,0
1/7/2024 1:00,S215,0
1/7/2024 1:00,S33,0
1/7/2024 1:00,S71,0
1/7/2024 1:00,S43,0
1/7/2024 1:00,S66,0
1/7/2024 1:00,S112,0
1/7/2024 1:00,S07,0
1/7/2024 1:00,S40,0
1/7/2024 1:00,S108,0
1/7/2024 1:00,S113,0
1/7/2024 1:00,S44,0
1/7/2024 1:00,S119,0
1/7/2024 1:00,S35,0
1/7/2024 1:00,S94,0
1/7/2024 1:00,S78,0
1/7/2024 1:00,S81,0
1/7/2024 1:00,S201,0
1/7/2024 1:00,S203,0
1/7/2024 1:00,S207,0
1/7/2024 1:00,S208,0
1/7/2024 1:00,S209,0
1/7/2024 1:00,S210,0
1/7/2024 1:00,S212,0
1/7/2024 1:00,S213,0
1/7/2024 1:00,S214,0
1/7/2024 1:00,S216,0
1/7/2024 1:00,S217,0
1/7/2024 1:00,S218,0
1/7/2024 1:00,S219,0
1/7/2024 1:00,S220,0
1/7/2024 1:00,S221,0
1/7/2024 1:00,S222,0
1/7/2024 1:00,S223,0
1/7/2024 1:00,S224,0
1/7/2024 1:00,S226,0
1/7/2024 1:00,S227,0
1/7/2024 1:00,S228,0
1/7/2024 1:00,S229,0
1/7/2024 1:00,S230,0
1/7/2024 1:00,S111,0
1/7/2024 1:00,S900,0
1/7/2024 1:00,S102,0
1/7/2024 1:00,S60,0
1/7/2024 1:00,S84,0
1/7/2024 1:00,S79,0
1/7/2024 1:00,S88,0
1/7/2024 1:00,S123,0
1/7/2024 1:00,S89,0
1/7/2024 1:00,S115,0
1/7/2024 1:00,S24,0
1/7/2024 1:00,S69,0
1/7/2024 1:00,S08,0
1/7/2024 1:00,S116,0
1/7/2024 1:00,S104,0
1/7/2024 2:00,S77,0
1/7/2024 2:00,S109,0
1/7/2024 2:00,S117,0
1/7/2024 2:00,S64,0
1/7/2024 2:00,S90,0
1/7/2024 2:00,S114,0
1/7/2024 2:00,S50,0
1/7/2024 2:00,S107,0
1/7/2024 2:00,S215,0
1/7/2024 2:00,S33,0
1/7/2024 2:00,S71,0
1/7/2024 2:00,S43,0
1/7/2024 2:00,S66,0
1/7/2024 2:00,S112,0
1/7/2024 2:00,S07,0
1/7/2024 2:00,S40,0
1/7/2024 2:00,S108,0
1/7/2024 2:00,S113,0
1/7/2024 2:00,S44,0
1/7/2024 2:00,S119,0
1/7/2024 2:00,S35,0
1/7/2024 2:00,S94,0
1/7/2024 2:00,S78,0
1/7/2024 2:00,S81,0
1/7/2024 2:00,S201,0
1/7/2024 2:00,S203,0
1/7/2024 2:00,S207,0
1/7/2024 2:00,S208,0
1/7/2024 2:00,S209,0
1/7/2024 2:00,S210,0
1/7/2024 2:00,S212,0
1/7/2024 2:00,S213,0
1/7/2024 2:00,S214,0
1/7/2024 2:00,S216,0
1/7/2024 2:00,S217,0
1/7/2024 2:00,S218,0
1/7/2024 2:00,S219,0
1/7/2024 2:00,S220,0
1/7/2024 2:00,S221,0
1/7/2024 2:00,S222,0
1/7/2024 2:00,S223,0
1/7/2024 2:00,S224,0
1/7/2024 2:00,S226,0
1/7/2024 2:00,S227,0
1/7/2024 2:00,S228,0
1/7/2024 2:00,S229,0
1/7/2024 2:00,S230,0
1/7/2024 2:00,S111,0
1/7/2024 2:00,S900,0
1/7/2024 2:00,S102,0
1/7/2024 2:00,S60,0
1/7/2024 2:00,S84,0
1/7/2024 2:00,S79,0
1/7/2024 2:00,S88,0
1/7/2024 2:00,S123,0
1/7/2024 2:00,S89,0
1/7/2024 2:00,S115,0
1/7/2024 2:00,S24,0
1/7/2024 2:00,S69,0
1/7/2024 2:00,S08,0
1/7/2024 2:00,S116,0
1/7/2024 2:00,S104,0
1/7/2024 3:00,S77,0
1/7/2024 3:00,S109,0
1/7/2024 3:00,S117,0
1/7/2024 3:00,S64,0
1/7/2024 3:00,S90,0
1/7/2024 3:00,S114,0
1/7/2024 3:00,S50,0
1/7/2024 3:00,S107,0
1/7/2024 3:00,S215,0
1/7/2024 3:00,S33,0
1/7/2024 3:00,S71,0
1/7/2024 3:00,S43,0
1/7/2024 3:00,S66,0
1/7/2024 3:00,S112,0
1/7/2024 3:00,S07,0
1/7/2024 3:00,S40,0
1/7/2024 3:00,S108,0
1/7/2024 3:00,S113,0
1/7/2024 3:00,S119,0
1/7/2024 3:00,S35,0
1/7/2024 3:00,S94,0
1/7/2024 3:00,S78,0
1/7/2024 3:00,S81,0
1/7/2024 3:00,S201,0
1/7/2024 3:00,S203,0
1/7/2024 3:00,S207,0
1/7/2024 3:00,S208,0
1/7/2024 3:00,S209,0
1/7/2024 3:00,S210,0
1/7/2024 3:00,S212,0
1/7/2024 3:00,S213,0
1/7/2024 3:00,S214,0
1/7/2024 3:00,S216,0
1/7/2024 3:00,S217,0
1/7/2024 3:00,S218,0
1/7/2024 3:00,S219,0
1/7/2024 3:00,S220,0
1/7/2024 3:00,S221,0
1/7/2024 3:00,S222,0
1/7/2024 3:00,S223,0
1/7/2024 3:00,S224,0
1/7/2024 3:00,S226,0
1/7/2024 3:00,S227,0
1/7/2024 3:00,S228,0
1/7/2024 3:00,S229,0
1/7/2024 3:00,S230,0
1/7/2024 3:00,S111,0
1/7/2024 3:00,S900,0
1/7/2024 3:00,S102,0
1/7/2024 3:00,S60,0
1/7/2024 3:00,S84,0
1/7/2024 3:00,S79,0
1/7/2024 3:00,S88,0
1/7/2024 3:00,S123,0
1/7/2024 3:00,S89,0
1/7/2024 3:00,S115,0
1/7/2024 3:00,S24,0
1/7/2024 3:00,S69,0
1/7/2024 3:00,S08,0
1/7/2024 3:00,S116,0
1/7/2024 3:00,S104,0
1/7/2024 4:00,S77,0
1/7/2024 4:00,S109,0
1/7/2024 4:00,S117,0
1/7/2024 4:00,S64,0
1/7/2024 4:00,S90,0
1/7/2024 4:00,S114,0
1/7/2024 4:00,S50,0
1/7/2024 4:00,S107,0
1/7/2024 4:00,S215,0
1/7/2024 4:00,S33,0
1/7/2024 4:00,S71,0
1/7/2024 4:00,S43,0
1/7/2024 4:00,S66,0
1/7/2024 4:00,S112,0
1/7/2024 4:00,S07,0
1/7/2024 4:00,S40,0
1/7/2024 4:00,S108,0
1/7/2024 4:00,S113,0
1/7/2024 4:00,S119,0
1/7/2024 4:00,S35,0
1/7/2024 4:00,S94,0
1/7/2024 4:00,S78,0
1/7/2024 4:00,S81,0
1/7/2024 4:00,S201,0
1/7/2024 4:00,S203,0
1/7/2024 4:00,S207,0
1/7/2024 4:00,S208,0
1/7/2024 4:00,S209,0
1/7/2024 4:00,S210,0
1/7/2024 4:00,S212,0
1/7/2024 4:00,S213,0
1/7/2024 4:00,S214,0
1/7/2024 4:00,S216,0
1/7/2024 4:00,S217,0
1/7/2024 4:00,S218,0
1/7/2024 4:00,S219,0
1/7/2024 4:00,S220,0
1/7/2024 4:00,S221,0
1/7/2024 4:00,S222,0
1/7/2024 4:00,S223,0
1/7/2024 4:00,S224,0
1/7/2024 4:00,S226,0
1/7/2024 4:00,S227,0
1/7/2024 4:00,S228,0
1/7/2024 4:00,S229,0
1/7/2024 4:00,S230,0
1/7/2024 4:00,S111,0
1/7/2024 4:00,S900,0
1/7/2024 4:00,S102,0
1/7/2024 4:00,S60,0
1/7/2024 4:00,S84,0
1/7/2024 4:00,S79,0
1/7/2024 4:00,S88,0
1/7/2024 4:00,S123,0
1/7/2024 4:00,S89,0
1/7/2024 4:00,S115,0
1/7/2024 4:00,S24,0
1/7/2024 4:00,S69,0
1/7/2024 4:00,S08,0
1/7/2024 4:00,S116,0
